name,author,narrator,time,releasedate,language,stars,price,ratings
La chambre des pirates,ValérieCros,ChloéCardinaud,3,2022-09-02,french,0.0,149.0,0.0
Tapator le dinosaure,LessoeursBranchë,NatachaFabry,5,2022-09-02,french,0.0,149.0,0.0
Une pomme pour deux,VéroniqueMassenot,MartialLeMinoux,2,2022-10-02,french,0.0,149.0,0.0
Roméo et Biquette,FabienneTeyssèdre,OlivierClément,6,2022-09-02,french,0.0,149.0,0.0
Bienvenue chez Vampirette,SégolèneValente,StéphanieHédin,18,2022-10-02,french,0.0,263.0,0.0
"Toc, toc ! Qui est là ?",LessoeursBranchë,OlivierClément,3,2022-09-02,french,0.0,149.0,0.0
Un poisson nommé Marina,MathildeLossel,NatachaFabry,6,2022-09-02,french,0.0,149.0,0.0
Du lait pour mon chat,PascaleChenel,VanessaParachou,3,2022-10-02,french,0.0,149.0,0.0
Le grand voyage de Nils Holgersson,CatherinedeLasa,PatriceBaudrier,8,2022-10-02,french,0.0,187.0,0.0
Qui veut jouer avec Renard ?,LessoeursBranchë,Jean-PaulBibé,3,2022-09-02,french,0.0,149.0,0.0
Le petit roi Moi Moi Moi !,JeanLeroy,MartialLeMinoux,2,2022-10-02,french,0.0,149.0,0.0
Pas de lunettes sur ma tête !,MyriamDoinet,AnneLehmann,6,2022-09-02,french,0.0,149.0,0.0
Penny Berry y la batalla de Cairngorms,LluisPrats,ArantxadeSarabia,422,2022-09-02,spanish,0.0,307.0,0.0
Marvel - Tillbaka till urtiden,Marvel,BenjaminHagberg,7,2022-08-02,swedish,0.0,32.0,0.0
Thor - Begynnelsen - Fin Fang Fooms uppgång och fall!,"Marvel,CamillaDunér",BenjaminHagberg,14,2022-08-02,swedish,0.0,32.0,0.0
Black Panther - Kampen om Wakanda,"Marvel,CatoVandrare",BenjaminHagberg,61,2022-08-02,swedish,0.0,65.0,0.0
Ali Baba and the Forty Thieves,BKFKStudio,GrantSwanby,16,2022-08-02,English,0.0,116.0,0.0
La fée Fifolette a cassé sa baguette,MimiZagarriga,VanessaParachou,4,2022-09-02,french,0.0,149.0,0.0
Le gros chagrin d'Edgar,XavierGorce,PatriceBaudrier,6,2022-09-02,french,0.0,187.0,0.0
Qui a volé le diamant de Big Jack ?,OlivierDupin,GuyChapellier,7,2022-09-02,french,0.0,187.0,0.0
La fée Fifolette déclenche des tempêtes,MimiZagarriga,VanessaParachou,3,2022-09-02,french,0.0,149.0,0.0
Le petit chevalier courageux,ClaudeProthée,PatriceBaudrier,6,2022-09-02,french,0.0,187.0,0.0
La banda della zuppa di piselli,RiekePatwardhan,MarcoQuaglia,168,2022-10-02,italian,0.0,305.0,0.0
Princesse Sarah,FrancesBurnett,EmmanuelleLemée,91,2022-08-02,french,0.0,225.0,0.0
Le voleur d'Edith,FrancesBurnett,EmmanuelleLemée,36,2022-08-02,french,0.0,225.0,0.0
Veinte mil leguas de viaje submarino,JulioVerne,CarlosCuevas,931,2022-04-02,spanish,0.0,959.0,0.0
Historias de miedo,"Mattel,RaquelLuqueBenítez-traductor",GermánGijón,10,2022-08-02,spanish,0.0,76.0,0.0
Misterio en las vías,"Mattel,RaquelLuqueBenítez-traductor",GermánGijón,20,2022-08-02,spanish,0.0,115.0,0.0
Sofabanditen oder Die verrückte Befreiung der Hühner,JudithKleinschmidt,ConstanzeWeinig,144,2022-08-02,german,0.0,367.0,0.0
En el infierno,"Vegetta777,Willyrex",ÁlexdePorrata,225,2022-07-02,spanish,0.0,192.0,0.0
PJ Masks: Carrera en la Montaña Misteriosa,"eOne,NicolásOluchaSánchez-traductor",KevinCalderón,12,2022-03-02,spanish,0.0,38.0,0.0
DC Jones and Adventure Command International 2,JimBeard,JohnnyHeller,310,2022-09-02,English,0.0,469.0,0.0
Robatori a la platja,"Mattel,MartaCisaMuñoz-traductor",MiriamMonlleo,27,2022-02-02,catalan,0.0,115.0,0.0
Barbie - Dreamtopia,"Mattel,MartaCisaMuñoz-traductor",MiriamMonlleo,21,2022-01-31,catalan,0.0,38.0,0.0
Barbie - Els superpoders de princesa,"Mattel,MartaCisaMuñoz-traductor",MiriamMonlleo,25,2022-02-02,catalan,0.0,115.0,0.0
Barbie - Pop per a princeses,"Mattel,MartaCisaMuñoz-traductor",MiriamMonlleo,32,2022-02-02,catalan,0.0,115.0,0.0
Limamerirosvojen jäljillä,VeeraVähämaa,Ari-MattiHedman,134,2022-01-27,finnish,0.0,166.0,0.0
Barbie - Buscant les gossetes,"Mattel,MartaCisaMuñoz-traductor",MiriamMonlleo,34,2022-02-02,catalan,0.0,115.0,0.0
Barbie - La porta secreta,"Mattel,MartaCisaMuñoz-traductor",MiriamMonlleo,11,2022-02-02,catalan,0.0,76.0,0.0
Die Hamsterdam-Verschwörung,RalphBennewitz,LarsderVorleser,475,2022-01-02,german,0.0,166.0,0.0
Els Barrufets - Històries dels barrufets,"Peyo,DanielCortésCoronas-traductor",JordiCoromina,149,2022-07-02,catalan,0.0,192.0,0.0
La maison qui ne dormait jamais,OlivierCohen,PaulineDeshons,33,2022-03-02,french,0.0,452.0,0.0
Els Barrufets - Històries de 3 minuts,"Peyo,DanielCortésCoronas-traductor",JordiCoromina,36,2022-07-02,catalan,0.0,38.0,0.0
Wolvenhart,InaDeMan,LaetitiaVandueren,365,2022-03-02,dutch,0.0,233.0,0.0
Circus Maximus Rivals on the Track,AnneliseGray,BronwenPrice,447,2022-03-02,English,0.0,645.0,0.0
PJ Masks - Cursa cap a la Muntanya Misteriosa,"eOne,AnaC.AlcainaPerez-traductor",RogerSerradell,10,2022-07-02,catalan,0.0,38.0,0.0
Super Pigiamini - Pronti all'azione!,"eOne,RaffaellaCasati",StefanPopa,11,2022-03-02,italian,0.0,36.0,0.0
PJ Masks - En Gatnoi i el gran rescat del pastís d’aniversari,"eOne,AnaC.AlcainaPerez-traductor",RogerSerradell,6,2022-07-02,catalan,0.0,38.0,0.0
Anatole Latuile fait son cinéma,"AnneDidier,OlivierMuller",GabrielLedoz,17,2022-03-02,french,0.0,265.0,0.0
The Midnight Thief,SylviaBishop,AnnabelleIndge,247,2022-01-02,English,0.0,653.0,0.0
Suche nach der verborgenen Quelle,"ChenJiatong,UlrikeKöbele-Übersetzer",Michael-CheKoch,405,2022-09-02,german,0.0,367.0,0.0
El misterio del coleccionista de tazos,LuisaVillarLiébana,EstelaBenita,25,2022-04-02,spanish,0.0,38.0,0.0
Los Pitufos - Historias de Pitufos,"Peyo,RaquelLuqueBenitez-traductor",JuanCarlosAlbarracín,145,2022-07-02,spanish,0.0,192.0,0.0
Dando la nota,JordiSierraiFabra,FernandoCea,162,2022-01-02,spanish,0.0,192.0,0.0
Los Pitufos - Historias de 3 minutos,"Peyo,RaquelLuqueBenitez-traductor",JuanCarlosAlbarracín,34,2022-07-02,spanish,0.0,38.0,0.0
"Vacaciones, no gracias",JordiSierraiFabra,AnetaFernández,169,2022-01-02,spanish,0.0,192.0,0.0
A Baker's Guide to Robber Pie,CaitlinSangster,SandyRustin,536,2022-08-02,English,0.0,820.0,0.0
The Counterclockwise Heart,BrianFarrey,KirbyHeyborne,508,2022-01-02,English,0.0,515.0,0.0
Knight Sir Louis and the Dragon of Doooooom!,TheBrothersMcLeod,MylesMcLeod,178,2022-03-02,English,0.0,227.0,0.0
Ferien auf Saltkrokan - Pelle findet einen Wunschstein,"AstridLindgren,ThyraDohrenburg-Übersetzer",UrsulaIllert,22,2022-08-02,german,0.0,233.0,0.0
Bob el Constructor - Perros y gatos,"Mattel,NicolásOluchaSánchez",RogerBerríoReyes,7,2022-01-02,spanish,0.0,38.0,0.0
The Secret of Haven Point,LisetteAuton,LisetteAuton,496,2022-03-02,English,0.0,410.0,0.0
The Mouse Watch in Space,J.J.Gilbert,MacLeodAndrews,266,2022-01-02,English,0.0,351.0,0.0
Freewater,AminaLuqman-Dawson,"CaryHite,SisiAishaJohnson",581,2022-01-02,English,0.0,500.0,0.0
The Book of Stolen Time,DashkaSlater,KevinR.Free,578,2022-02-15,English,0.0,820.0,0.0
The Experiment,KatherineApplegate,AdamVerner,153,2022-01-02,English,0.0,445.0,0.0
The Exposed,KatherineApplegate,EmilyEllet,176,2022-01-02,English,0.0,445.0,0.0
Big Sky Mountain: The Forest Wolves,AlexMilway,PenelopeRawlines,112,2022-03-02,English,0.0,569.0,0.0
The Golem's Eye,JonathanStroud,StevenPacey,576,2007-01-06,English,5.0,683.0,7.0
The Count of Monte Cristo,"BinaOfek-translator,AlexandreDumas",JonathanKis-Lev,164,2011-08-04,hebrew,0.0,333.0,0.0
Howl of the Wind Dragon,TraceyWest,EmilyEllet,47,2021-02-11,English,5.0,258.0,1.0
Pony,R.J.Palacio,"IanM.Hawkins,R.J.Palacio",433,2021-09-28,English,4.0,615.0,1.0
World Champions!,JamesPatterson,AndreaEmmes,277,2021-05-08,English,0.0,410.0,0.0
Minecraft: Mob Squad,DelilahS.Dawson,"JessicaAlmasy,KeylorLeigh,BarrettLeddy,",539,2021-09-28,English,0.0,1005.0,0.0
The Threat,KatherineApplegate,MacLeodAndrews,172,2021-02-11,English,0.0,445.0,0.0
The Tiger's Nest,TrudiTrueit,RamonDeOcampo,377,2021-08-24,English,0.0,703.0,0.0
The Beekeeper Mystery,GertrudeChandlerWarner,AimeeLilly,103,2021-01-10,English,0.0,234.0,0.0
The Shattered Castle,JenniferA.Nielsen,CharlieMcWade,594,2021-10-19,English,0.0,445.0,0.0
Peanut Jones and the Illustrated City: from the creator of Draw with Rob,RobBiddulph,ClaireSkinner,341,2021-02-09,English,0.0,323.0,0.0
Sparrow Rising,JessicaKhoury,"MichaelGallagher,EmilyEiden",491,2021-03-08,English,5.0,586.0,1.0
Shadowghast,ThomasTaylor,MathewHorne,396,2021-10-14,English,0.0,569.0,0.0
The Beatryce Prophecy,KateDiCamillo,FintyWilliams,259,2021-09-28,English,4.0,1005.0,1.0
Brother Wulf,JosephDelaney,ThomasJudd,377,2021-08-19,English,0.0,615.0,0.0
Rise of the World Eater,JamieLittler,JoshuaMcGuire,592,2021-09-30,English,0.0,615.0,0.0
The Unadoptables,HanaTooke,GemmaWhelan,567,2020-07-23,English,5.0,615.0,1.0
Barbie - Equip d'espies,"Mattel,MartaCisaMuñoz-traductor",MiriamMonlleo,19,2022-01-31,catalan,0.0,38.0,0.0
The Mapmakers,TamzinMerchant,TamzinMerchant,492,2022-02-17,English,0.0,410.0,0.0
The Professor and the Puzzle,CarolynKeene,JorjeanaMarie,221,2017-01-09,English,5.0,305.0,7.0
The Paper Dolls,"JuliaDonaldson,RebeccaCobb",LaurenLaverne,11,2013-10-22,English,0.0,323.0,0.0
"The 39 Clues, Book 5",PatrickCarman,DavidPittu,240,2009-11-08,English,5.0,468.0,8.0
Scorpia,AnthonyHorowitz,OliverChris,506,2020-01-30,English,4.5,645.0,2.0
A Con Artist in Paris,FranklinW.Dixon,TimGregory,180,2017-05-09,English,4.5,305.0,4.0
Tunnel of Bones,VictoriaSchwab,RebaBuhr,305,2019-03-09,English,4.5,492.0,8.0
The 13-Storey Treehouse,AndyGriffiths,StigWemyss,96,2017-10-05,English,5.0,323.0,1.0
"The 39 Clues, Book 9",LindaSuePark,DavidPittu,285,2010-05-24,English,5.0,469.0,7.0
Kid Normal and the Rogue Heroes,"ChrisSmith,GregJames","ChrisSmith,GregJames",378,2018-06-12,English,5.0,569.0,5.0
Shine of the Silver Dragon,TraceyWest,EmilyEllet,46,2020-07-07,English,0.0,164.0,0.0
Treasure of the Gold Dragon,TraceyWest,EmilyEllet,45,2020-04-08,English,4.0,164.0,1.0
The Jungle Book,RudyardKipling,GreatAmericanAudioStudioTalent,211,2008-02-09,English,0.0,501.0,0.0
"The 1,000-Year-Old Boy",RossWelford,"ChrisCoxon,LukeJohnson",444,2018-11-01,English,4.5,322.0,11.0
Strangers on a Train,CarolynKeene,JorjeanaMarie,199,2014-12-28,English,4.5,305.0,17.0
Darkstalker,TuiT.Sutherland,ShannonMcManus,590,2016-01-07,English,5.0,656.0,11.0
Peter Rabbit 2,Puffin,EmiliaFox,208,2020-01-23,English,0.0,615.0,0.0
Dinosaurs Before Dark,MaryPopeOsborne,MaryPopeOsborne,41,2006-08-22,English,5.0,301.0,1.0
The Outcast,KathrynLasky,PamelaGarelick,291,2009-02-20,English,0.0,468.0,0.0
Wave of the Sea Dragon,TraceyWest,EmilyEllet,47,2021-07-20,English,0.0,164.0,0.0
Escape from Aurora,JamieLittler,JoshuaMcGuire,537,2020-01-10,English,0.0,615.0,0.0
The Monkey King,ShobhaViswanath,SaeedJaffrey,27,2020-06-03,English,5.0,284.0,4.0
Getting Granny’s Glasses,RuskinBond,RuskinBond,19,2019-11-29,English,4.0,200.0,4.0
Where the Red Fern Grows,WilsonRawls,AnthonyHeald,416,2003-10-24,English,4.5,1005.0,7.0
"The 39 Clues, Book 10",MargaretPetersonHaddix,DavidPittu,428,2010-09-23,English,5.0,469.0,7.0
Future of the Time Dragon,TraceyWest,EmilyEllet,48,2021-02-03,English,0.0,164.0,0.0
Field Trip Fiasco,JamesPatterson,MichaelCrouch,225,2021-04-02,English,0.0,615.0,0.0
"Captain Underpants and the Big, Bad Battle of the Bionic Booger Boy, Part 2",DavPilkey,"LenForgione,BenD'Amico,I’keMitchell",83,2020-03-11,English,4.0,258.0,1.0
The Carpet People,TerryPratchett,DavidTennant,302,2021-04-22,English,5.0,615.0,1.0
Clash at Fatal Fields,DevinHunter,RamondeOcampo,133,2018-08-28,English,5.0,585.0,1.0
Deception on the Set,FranklinW.Dixon,TimGregory,161,2016-05-23,English,5.0,305.0,4.0
The Tale of Tom Kitten,BeatrixPotter,JoanWalker,5,2018-08-03,English,0.0,93.0,0.0
"20.000 Leguas de viaje submarino [20,000 Leagues Under the Sea]",JulioVerne,"AdolfoDuncan,AldoLumbía,MiguelDurán,",94,2013-03-22,spanish,0.0,397.0,0.0
Dungeons & Detectives,FranklinW.Dixon,TimGregory,309,2019-10-22,English,0.0,305.0,0.0
A Script for Danger,CarolynKeene,JorjeanaMarie,176,2015-09-22,English,4.5,305.0,5.0
The Battle of Bayport,FranklinW.Dixon,TimGregory,210,2016-07-03,English,5.0,305.0,6.0
Capitaine,MadamedeNanteuil,EmmanuelleLemée,482,2022-12-01,french,0.0,225.0,0.0
Iron Man - Rymdfantomernas invasion!,Marvel,BenjaminHagberg,63,2022-11-01,swedish,0.0,65.0,0.0
City of Ghosts - Im Reich der vergessenen Geister,VictoriaSchwab,Carolin-ThereseWolff,317,2022-10-01,german,0.0,501.0,0.0
Ariana y Arcana,AlejandroKhan,MartaAlmazán,56,2022-11-01,spanish,0.0,76.0,0.0
La aventura de Amunet,AlejandroKhan,MartaAlmazán,44,2022-11-01,spanish,0.0,76.0,0.0
Amigos de verdad,AlejandroKhan,MartaAlmazán,29,2022-11-01,spanish,0.0,76.0,0.0
"Pan, nuestro hermano del bosque",AlejandroKhan,MartaAlmazán,51,2022-11-01,spanish,0.0,76.0,0.0
PJ Masks - Vet aquí els Mini Llops!,"eOne,AnaC.AlcainaPerez",RogerSerradell,11,2022-07-01,catalan,0.0,38.0,0.0
Ufo in Seenot,UlfBlanck,OliverRohrbeck,109,2022-12-01,german,0.0,233.0,0.0
The Chromatics Camp at The Musical Mountain,JulieKirchhubel,DanielSmerdon,165,2022-03-01,English,0.0,469.0,0.0
Attack of the Shadow-Crafters,MarkCheverton,NickWalther,389,2021-12-28,English,0.0,703.0,0.0
Не буду просить прощения,СофьяЛеонидовнаПрокофьева,ЛюбовьПоволоцкая,45,2021-12-30,russian,0.0,99.0,0.0
Ritter Klapperschwert und die große Freundschaft,Hans-PeterHain,Hans-PeterHain,41,2021-12-30,german,0.0,166.0,0.0
H@Ck - Het instituut,MirjamMous,"JipvandenDool,LidewijMahler",593,2021-12-29,dutch,0.0,502.0,0.0
Маленький лорд Фаунтлерой,ФренсисЭлизаБёрнетт,ЛюбовьПоволоцкая,414,2021-12-30,russian,0.0,99.0,0.0
Głupi Funio,JerzyA.Wlazło,GabrielaJaskuła,98,2021-12-22,polish,0.0,267.0,0.0
Un problema con alas,"PedroMañas,DavidSierraListón",ElenaSilva,63,2022-03-01,spanish,0.0,384.0,0.0
Die Meckerpause,AnnemarieNorden,CathrinBürger,55,2021-12-23,german,0.0,233.0,0.0
El Club de la Luna Llena,"PedroMañas,DavidSierraListón",ElenaSilva,71,2022-03-01,spanish,0.0,384.0,0.0
Spider-Man - En samling berättelser,"Marvel,CamillaDunér",BenjaminHagberg,60,2021-12-17,swedish,0.0,65.0,0.0
Enigma en el puente del naranjo,MaríaMenéndez-Ponte,HelenaOvalle,285,2021-12-20,spanish,0.0,268.0,0.0
Penny Berry y la cripta de los olvidados,LluísPrats,ArantxadeSarabia,392,2021-12-20,spanish,0.0,307.0,0.0
Penny Berry y la pócima mágica,LluísPrats,ArantxadeSarabia,461,2021-12-20,spanish,0.0,307.0,0.0
La casa embrujada,MaríaMenéndez-Ponte,HelenaOvalle,286,2021-12-20,spanish,0.0,268.0,0.0
Lady och Lufsen,"Disney,Ann-SofiJoskitt",LisaAhnlund,157,2021-12-15,swedish,0.0,166.0,0.0
Тишина на задней парте!,"АлександрЦыпкин,АллаЛихачёва,АлександрЕгоров,","ЕленаДельвер,ИгорьСергеев,МаксимСергеев,",185,2021-12-23,russian,0.0,200.0,0.0
James und die fischige Fracht / Hiro und die widerspenstigen Waggons,BurkardMiltenberger,MontyArnold,10,2021-12-14,german,0.0,65.0,0.0
Avengers - God Jul!,"Marvel,MariaNilsson",JohnLalér,6,2021-12-20,swedish,0.0,32.0,0.0
En busca del señor T,BeatrizBerrocal,CarlosQuintero,199,2021-12-15,spanish,0.0,153.0,0.0
Avengers - TRE spektakulära äventyr!,"Marvel,HannaGraf,IdaJohansson",BenjaminHagberg,155,2021-12-21,swedish,0.0,166.0,0.0
Captain America och morgondagens armé!,Marvel,BenjaminHagberg,64,2021-12-21,swedish,0.0,65.0,0.0
Superhjältarna,"Disney,IdaJohansson",BenjaminHagberg,147,2021-12-21,swedish,0.0,166.0,0.0
Лесные истории,ЭдуардШим,МаксимСергеев,50,2021-12-22,russian,0.0,99.0,0.0
Spider-Man - Kortslutning,Marvel,SebastianKarlsson,5,2021-12-21,swedish,0.0,32.0,0.0
Перчатки Ариадны,АннаЛетягина,ЕленаДельвер,244,2021-12-23,russian,0.0,200.0,0.0
The Far-Finding Ring,A.M.Luzzader,JenniferJillAraya,268,2021-12-21,English,0.0,469.0,0.0
When the War Came Home,LesleyParr,MayaGrant,320,2022-06-01,English,0.0,493.0,0.0
Modig - Meridas önskan,"Disney,OskarBlomberg",MalinLybeck,69,2021-08-12,swedish,0.0,65.0,0.0
Il viaggio leggendario di Erick e Dominick,DinsiemE,DinsiemE,179,2021-12-14,italian,0.0,267.0,0.0
Doctor Strange - Vejen til viden,"Marvel,BrianIskov",MathiasKlenske,6,2021-09-12,danish,0.0,32.0,0.0
Pyjamasheltene - Kattedreng og den store fødselsdagskageredning,"eOne,TineS.Norbøll",MathiasKlenske,7,2021-09-12,danish,0.0,32.0,0.0
Pyjamasheltene redder dagen!,"eOne,TineS.Norbøll",MathiasKlenske,34,2021-09-12,danish,0.0,99.0,0.0
The Great Zombie Invasion,MarkCheverton,NickWalther,350,2021-12-14,English,0.0,703.0,0.0
The Buried Crown,AllySherrick,CharlotteStrevens,443,2022-01-01,English,0.0,733.0,0.0
The Wishing Star & The North Pole Picnic,EmmaBeswetherick,HayleyWareham,118,2022-01-01,English,0.0,573.0,0.0
Cora y los Corales,DagmardeMendieta,MercèMontalà,14,2021-02-12,spanish,0.0,65.0,0.0
Fortidens skygger,KennethBøghAndersen,KennethBøghAndersen,188,2021-03-12,danish,0.0,434.0,0.0
Racconti dall'India,MarinaIuele,MarinaIuele,142,2021-11-30,italian,0.0,228.0,0.0
Piratbarn har ikke længere brug for sin sut,AnnetteHerzog,MartinJohs.Møller,7,2022-01-13,danish,0.0,32.0,0.0
Alpaca My Bags,JennyGoebel,SuzyJackson,385,2021-07-12,English,0.0,703.0,0.0
L'île du mage,RémiFaure,Louane,284,2021-12-22,french,0.0,263.0,0.0
Speedy,ColinThiele,AnnaSteen,101,2022-01-01,English,0.0,531.0,0.0
The Santa List,KieranCrowley,JohnCormack,182,2021-01-12,English,0.0,600.0,0.0
Paradise Pirates retten Captain Scratch,JaySpencer,StefanKaminski,126,2022-12-01,german,0.0,300.0,0.0
Loca por Hugo,"FedericoMoccia,RobSimeoni-traductor",LauraMonedero,137,2021-11-25,spanish,0.0,384.0,0.0
Ninja Niller - Blodets Bånd: Del 4,RuneFleischer,IbenHaaest,4,2021-11-23,danish,0.0,32.0,0.0
Marvel - Den stora sagosamlingen,"Marvel,PetterMattsson",SebastianKarlsson,101,2021-11-25,swedish,0.0,99.0,0.0
Bilar 3,"Disney,NilsWadström",BenjaminHagberg,186,2021-11-25,swedish,0.0,166.0,0.0
Falcon - Fäkta eller flyga,Marvel,SebastianKarlsson,49,2021-11-25,swedish,0.0,65.0,0.0
Barbie - Aventura en el espacio,"Mattel,NicolásOluchaSánchez",BeatrizOlcina,12,2021-11-29,spanish,0.0,38.0,0.0
El misterio de la virgulina inmortal,"RobertoSantiago,ÁngelaArmero",IreneMirasGuillén,366,2021-11-23,spanish,0.0,384.0,0.0
Ein Mädchen namens Owl,AmyWilson,MarionvonStengel,433,2021-11-18,german,0.0,535.0,0.0
Antigua de Fortune of the High Seas,"OliHyatt,AnnaRainbow",KateMalyon,440,2021-11-17,English,0.0,968.0,0.0
The Smidgens,DavidO'Connell,CharlotteStrevens,205,2021-11-17,English,0.0,854.0,0.0
Revolució a la botiga d'animals,"AnaJuan,LaraEstany-traductor",CarmeAmbrós,9,2021-11-18,catalan,0.0,384.0,0.0
Te regalo el mundo,"CarmenSaldaña-ilustrador,StaceyMcCleary",MireiaMaymíiJosa,3,2021-11-18,spanish,0.0,384.0,0.0
Et regalo el món,"CarmenSaldaña-ilustrador,StaceyMcCleary",MireiaMaymíiJosa,3,2021-11-18,catalan,0.0,384.0,0.0
Revolución en la tienda de animales,AnaJuan,CarmeAmbrós,9,2021-11-18,spanish,0.0,384.0,0.0
Ribblestrop Forever!,AndyMulligan,TomHollander,571,2022-04-01,English,0.0,569.0,0.0
"Это грузовик, а это прицеп",АнастасияОрлова,АнатолийБелый,49,2021-11-17,russian,0.0,65.0,0.0
Страна Хороших Девочек,АннаСтаробинец,ЮлияЯблонская,93,2021-11-16,russian,0.0,99.0,0.0
Записки институтки,ЛидияЧарская,НатальяРычкова,300,2021-11-22,russian,0.0,99.0,0.0
Синичкин календарь,ВиталийБианки,МаринаТитова,46,2021-11-17,russian,0.0,132.0,0.0
Новые правила поведения для воспитанных детей,"ГалинаПетровнаШалаева,О.М.Журавлева",ЛюбовьПоволоцкая,77,2021-11-16,russian,0.0,166.0,0.0
Поллианна,ЭлионорПортер,ГригорийЕлисеев,133,2021-11-18,russian,0.0,166.0,0.0
Психология окружающего мира. Дуня и кот Кисель на конюшне,"ЛарисаСуркова,ОльгаТолкачева",КсенияБржезовская,77,2021-11-17,russian,0.0,233.0,0.0
Тринадцатый подвиг Геракла. Рассказы о Чике (Сборник),ФазильИскандер,ИгорьКнязев,697,2021-11-16,russian,0.0,468.0,0.0
Единорог для круглой принцессы,КоллективАвторов,МаринаТитова,150,2021-11-17,russian,0.0,166.0,0.0
Четыре желания,КонстантинУшинский,ЮрийЛазарев,46,2021-11-17,russian,0.0,132.0,0.0
Нектар для души. Вдохновляющие истории для детей 7-10 лет,"МаринаВладимова,ФаридаКривушенкова","СеменМендельсон,ЕленаДельвер",272,2021-11-16,russian,0.0,166.0,0.0
"Ага, попался!","КатяМатюшкина,КатяОковитая","СеменМендельсон,ЕленаХрусталева",141,2021-11-18,russian,0.0,99.0,0.0
Васюткино озеро. Рассказы для детей,ВикторАстафьев,КонстантинКорольков,440,2021-11-16,russian,0.0,200.0,0.0
Das Feuer,"ShannonMessenger,DorisAttwood",DavidNathan,1014,2021-11-30,german,0.0,468.0,0.0
Familie Maulwurf auf der Flucht,SebastianEder,BrigitteCarlsen,140,2021-12-15,german,0.0,367.0,0.0
Die Spiegelspringer - Im Bann der Geschichten,MonaHerbst,HannahSchepmann,398,2021-11-26,german,0.0,334.0,0.0
The Attack,KatherineApplegate,MacLeodAndrews,182,2022-04-01,English,0.0,445.0,0.0
Symbiosis,NicStone,AnikaNoniRose,341,2022-04-01,English,0.0,656.0,0.0
Stella und der Mondscheinvogel,"CatherineFisher,UlrikeKöbele-Übersetzer",UveTeschner,250,2021-11-24,german,0.0,401.0,0.0
Saids Schicksale,WilhelmHauff,AndreasJeßing,101,2021-12-16,german,0.0,267.0,0.0
